id,name,price,sale_price,style,sales,type,color,date,url
1_000526256_SB13-32564,男裝棉質舒適角扣翻領襯衫,2299.0,1609.0,000526256,8,不顯示,暗紅色,2020-01-08 15:00:52,https://awsresources.baozun.com/aws/96001088/20200106/39B91F2075654E5FF20959BFB92C13E1.jpg
1_000443313_SM14-32277,男裝棉質微彈翻領牛仔衣,2999.0,2099.0,000443313,7,不顯示,做舊牛仔藍,2019-12-11 14:23:46,https://awsresources.baozun.com/aws/96001088/20200323/A615DA2966C797EF8C83B86B4473751D.jpg
1_000844062_FA14-32471,男裝基本款復古水洗彈力修身斜紋棉布褲,1999.0,999.0,000844062,9,不顯示,石板靛藍,2020-03-13 16:55:04,https://awsresources.baozun.com/aws/96001088/20200103/FBC3361B85005142630DB8C9EF4AF1CD.jpg
1_000567863_SP20-41292,男裝Logo棉質刷毛內裡連帽外套,1999.0,999.0,000567863,15,不顯示,綠松藍,2020-03-10 09:58:34,https://awsresources.baozun.com/aws/96001088/20200204/C7796B5AB5174EE8E2BA0772BEC95805.jpg
488108CARLS STONE,男裝Logo長袖套頭連帽休閒上衣,1999.0,999.0,000488108,121,不顯示,灰白色,2020-02-21 17:27:32,https://awsresources.baozun.com/aws/96001088/20200323/E1E1E07392E9B50D55586CFAD53C8156.jpg
1_000567865_H105-11304,男裝棉質毛圈布拉鍊連帽衫,1699.0,799.0,000567865,5,不顯示,海軍藍,2020-02-21 17:27:32,https://awsresources.baozun.com/aws/96001088/20200407/2809A14CEAB637F7C4806676A8BD4C08.jpg
1_000567863_FA14-32486,男裝Logo棉質刷毛內裡連帽外套,1999.0,1399.0,000567863,5,不顯示,綠色格紋,2020-03-11 15:46:30,https://awsresources.baozun.com/aws/96001088/20200311/E2B19EB06237DA182DBF9ABC380848A8.jpg
1_000567861_SP20-41304,男裝Logo棉質毛圈布套頭連帽衫,1999.0,999.0,000567861,15,不顯示,紫色,2020-03-10 09:58:34,https://awsresources.baozun.com/aws/96001088/20200204/42121D7442BEE667B72F7E41E98C14AA.jpg
1_000567863_SB13-32294,男童Logo棉質刷毛內裡連帽外套,1999.0,999.0,000567863,33,不顯示,紅色,2020-02-27 11:48:36,https://awsresources.baozun.com/aws/96001088/20200217/CD32278D866A6C62F2F7C3EE1493184C.jpg
1_000567872_FA14-32631,男裝Logo棉質毛圈布套頭休閒上衣,1699.0,849.0,000567872,12,不顯示,麻灰色,2020-02-21 17:27:32,https://awsresources.baozun.com/aws/96001088/20200410/9133FBB6DDE8AA1F6392767914C6A3C4.jpg
1_000567863_FA14-32631,男裝Logo棉質刷毛內裡連帽外套,1999.0,999.0,000567863,21,不顯示,麻灰色,2020-03-11 15:46:30,https://awsresources.baozun.com/aws/96001088/20200323/46ABD9E2741D0CC6106E1DD569D6F10F.jpg
1_000567863_H105-11304,男裝Logo棉質刷毛內裡連帽外套,1999.0,999.0,000567863,59,不顯示,織錦海軍藍,2020-03-11 15:46:30,https://awsresources.baozun.com/aws/96001088/20200323/217BC558D5EE038BB5985E8F73F8734E.jpg
1_000567865_FA14-32631,男裝棉質縮口拉鍊連帽外套,1699.0,1189.0,000567865,6,不顯示,麻灰色,2020-04-28 10:23:34,https://awsresources.baozun.com/aws/96001088/20200323/0060466E32D9BB8E31B333792663A643.jpg
1_000567861_FA14-32631,男裝Logo棉質毛圈布套頭連帽衫,1999.0,999.0,000567861,31,不顯示,麻灰色,2020-02-21 17:27:32,https://awsresources.baozun.com/aws/96001088/20200407/EFDC898C90B58A86C7AE7928A32F7E0D.jpg
490384B10 GREY HEATHER,男裝Logo簡約純色連帽休閒外套,1999.0,999.0,000490384,208,不顯示,麻灰色,2020-05-18 10:37:36,https://awsresources.baozun.com/aws/96001088/20200323/C6A9B760BA6213B3C05F644DA6739886.jpg
1_000567865_FA11-07290,男裝棉質毛圈布拉鍊連帽衫,1699.0,1189.0,000567865,7,不顯示,純正黑色,2020-03-11 15:46:30,https://awsresources.baozun.com/aws/96001088/20200217/101DAF12DB3B3AABC89CAFAFE1A7A180.jpg
1_000567872_M114-33829,男裝Logo棉質毛圈布套頭休閒上衣,1699.0,1189.0,000567872,23,不顯示,淺藍色,2020-03-11 15:46:30,https://awsresources.baozun.com/aws/96001088/20200206/A932FD3DDBF0AB5D4A6348B5BB434F6C.jpg
1_000528205_SB13-32294,男裝活力亮沙拉鍊開襟連帽衫,2699.0,1889.0,000528205,8,不顯示,紅色,2020-02-21 17:27:33,https://awsresources.baozun.com/aws/96001088/20200224/226F5FD50F42E515F1391D0D6FEDD28E.jpg
1_000567861_H105-11304,男裝Logo棉質連帽休閒上衣,1999.0,999.0,000567861,18,不顯示,海軍藍,2020-03-17 16:02:10,https://awsresources.baozun.com/aws/96001088/20200323/C1E3410AABCCBE4753834B73901A2830.jpg
1_000567872_H105-11304,男裝Logo棉質縮口休閒上衣,1699.0,849.0,000567872,36,不顯示,海軍藍,2020-05-26 11:40:55,https://awsresources.baozun.com/aws/96001088/20200217/40ABF1E5FFC2EA2111683C10CE8C7684.jpg
1_000567861_H108-10187,男裝Logo棉質毛圈布套頭連帽衫,1999.0,999.0,000567861,24,不顯示,玫紅色,2020-02-21 17:27:33,https://awsresources.baozun.com/aws/96001088/20200204/BDAE5E69BCCE647D5A5A200E13DFCAF5.jpg
488108TRUE BLACK V2 2,男裝Logo長袖套頭連帽休閒上衣,1999.0,999.0,000488108,149,不顯示,純正黑,2020-02-21 17:27:33,https://awsresources.baozun.com/aws/96001088/20190923/4A5F72B5A7DAA3D37EDAE78712E41BE7.jpg
1_000528205_F108-03389,男裝活力亮沙拉鍊開襟連帽衫,2699.0,1889.0,000528205,7,不顯示,海軍藍,2020-02-21 17:27:33,https://awsresources.baozun.com/aws/96001088/20200224/96A3C77A3DF4F1EF9476445E59E5F15B.jpg
490384TAPESTRY NAVY,男裝Logo簡約純色連帽休閒外套,1999.0,999.0,000490384,178,不顯示,海軍藍,2020-05-18 10:37:36,https://awsresources.baozun.com/aws/96001088/20190816/517904D2A1658116DEB7D4B6327ED5FB.jpg
490384TRUE BLACK V2 2,男裝Logo簡約純色連帽休閒外套,1999.0,999.0,000490384,140,不顯示,純正黑,2020-05-18 10:37:36,https://awsresources.baozun.com/aws/96001088/20190816/BD0DC4B1ECEE86EDDFCCAAF5B06B1D25.jpg
1_000567861_FA11-07290,男裝Logo棉質毛圈布套頭連帽衫,1999.0,999.0,000567861,25,不顯示,純正黑色,2020-02-21 17:27:34,https://awsresources.baozun.com/aws/96001088/20200410/2F1CBB3EEF336648F0BCFBE8E5DED244.jpg
488109TAPESTRY NAVY,男裝Logo拉鍊長袖連帽休閒上衣,1999.0,999.0,000488109,183,不顯示,海軍藍,2020-02-21 17:27:34,https://awsresources.baozun.com/aws/96001088/20190831/19F3DB39672FB2CB1874FA52593E2BAA.jpg
1_000513872_M214-33637,男裝Logo徽標保暖加絨圓領套頭休閒上衣,1699.0,1189.0,000513872,26,不顯示,深葡萄色,2020-03-04 17:54:14,https://awsresources.baozun.com/aws/96001088/20200224/6555DBBC0C0D5BF7A6546CAD8307B196.jpg
488109CLIMBING IVY 19-0307T,男裝Logo拉鍊長袖連帽休閒上衣,1999.0,999.0,000488109,138,不顯示,橄欖綠,2020-03-04 17:54:28,https://awsresources.baozun.com/aws/96001088/20190831/FEA1CEBD1FC7D7C391A44BF87D5094CD.jpg
490386B10 GREY HEATHER,男裝Logo簡約純色連帽上衣,1999.0,999.0,000490386,120,不顯示,麻灰色,2020-05-18 10:37:36,https://awsresources.baozun.com/aws/96001088/20190816/7B4BEE652D37FC9495E1D9AF4E670AF3.jpg
490386CARLS STONE,男裝Logo簡約純色連帽上衣,1999.0,999.0,000490386,194,不顯示,灰白色,2020-05-18 10:37:36,https://awsresources.baozun.com/aws/96001088/20200323/9E81DDE9876EE37312B683BF20AFE7FA.jpg
490386TRUE BLACK V2 2,男裝Logo簡約純色連帽上衣,1999.0,999.0,000490386,162,不顯示,純正黑,2020-05-18 10:37:36,https://awsresources.baozun.com/aws/96001088/20190816/CA6A4E9393633DE7F1A9D2CBE9261287.jpg
1_000567941_SM17-35368,女裝Logo棉質縮口拉鍊連帽外套,1999.0,999.0,000567941,24,不顯示,灰白色,2020-03-17 16:02:11,https://awsresources.baozun.com/aws/96001088/20200323/752146450A7BCC0794203E3A8D607CCD.jpg
1_000567941_HO10-11603,女裝Logo棉質縮口拉鍊連帽外套,1999.0,999.0,000567941,55,不顯示,海軍藍色,2020-03-17 16:02:11,https://awsresources.baozun.com/aws/96001088/20200323/F1DC2A62E9E7B1683BBA5CDF0A196265.jpg
1_000567941_HO15-34044,女裝Logo棉質縮口拉鍊連帽外套,1999.0,999.0,000567941,32,不顯示,亮麻灰色,2020-03-17 16:02:11,https://awsresources.baozun.com/aws/96001088/20200323/EE1BBEBEB980F5B5A5E429860EA049A2.jpg
1_000544829_HO13-30733,女裝Logo徽標棉質毛圈布套頭連帽衫,1499.0,1049.0,000544829,2,不顯示,珊瑚色,2020-03-11 15:46:26,https://awsresources.baozun.com/aws/96001088/20200211/F6596CD8E3068C7243A0BE6736F8FCA7.jpg
1_000544829_SP14-34507,女裝Logo徽標棉質毛圈布套頭連帽衫,1499.0,1049.0,000544829,9,不顯示,光感雜灰,2020-03-11 15:46:26,https://awsresources.baozun.com/aws/96001088/20200224/552B81589CE2697FFF38E4EC4EFE8920.jpg
1_000525951_HO14-34520,女裝活力純色縮口抽繩連帽上衣,1799.0,899.0,000525951,3,不顯示,淺石楠灰,2020-04-09 10:16:00,https://awsresources.baozun.com/aws/96001088/20200211/8D443AA93CD06F78C56422C48BAA09FA.jpg
1_000544856_SP14-34507,女裝Logo基本款圓領休閒上衣,1499.0,1049.0,000544856,0,不顯示,170/108A(XL),2020-04-28 10:23:33,https://awsresources.baozun.com/aws/96001088/20200106/9FEC8226506DC06D9F8BCF664FD2B548.jpg
1_000544856_HO10-11603,女裝Logo基本款圓領休閒上衣,1499.0,749.0,000544856,0,不顯示,170/108A(XL),2020-04-28 10:23:33,https://awsresources.baozun.com/aws/96001088/20200106/E4FEDC24CA50320D414DB461B064DBA5.jpg
1_000525951_SP10-25689,女裝活力純色縮口抽繩連帽上衣,1799.0,899.0,000525951,0,不顯示,花藍色,2020-04-09 10:16:00,https://awsresources.baozun.com/aws/96001088/20200211/69C8D28F5A8C57CC201FB7C126970EAD.jpg
1_000525951_SM03-14829,女裝活力純色縮口抽繩連帽上衣,1799.0,899.0,000525951,1,不顯示,火烈鳥粉紅,2020-04-28 10:23:29,https://awsresources.baozun.com/aws/96001088/20200211/5B97612518436BD5ACEFDA1B32479A9D.jpg
1_000544829_HO10-11260,女裝Logo徽標棉質毛圈布套頭連帽衫,1499.0,749.0,000544829,8,不顯示,蔚藍色,2020-03-11 15:46:26,https://awsresources.baozun.com/aws/96001088/20200211/E56D43E793F02E3268E4CA5922D13016.jpg
495410LIGHT HEATHER GREY,女裝Logo長袖休閒連帽上衣,1699.0,849.0,000495410,219,不顯示,亮麻灰色,2020-03-19 11:50:26,https://awsresources.baozun.com/aws/96001088/20200311/A87DEB56599A77AFB09A3A4D69F5B667.jpg
495410NAVY UNIFORM,女裝Logo長袖休閒連帽上衣,1699.0,849.0,000495410,223,不顯示,海軍藍色,2020-03-25 11:16:47,https://awsresources.baozun.com/aws/96001088/20190831/8696DD77B06ABD8672EBE9ABF5C81E3E.jpg
1_000495427_HO15-34044,女裝Logo拉鍊休閒上衣,1999.0,999.0,000495427,42,不顯示,亮麻灰色,2020-03-04 17:54:08,https://awsresources.baozun.com/aws/96001088/20191109/B73EFBB7EA754DCF017C56A16AF7EC7C.jpg
199830TRUE BLACK V2 2,女裝簡約風格長袖抽繩外套,1299.0,909.0,000199830,23,不顯示,純正黑,2020-05-04 10:25:35,https://awsresources.baozun.com/aws/96001088/20190816/CAAD6DCB5D6DE46C7A4C6518B7A4D828.jpg
1_000239372_H106-10985,女裝水洗長袖西部風牛仔襯衫,1999.0,1399.0,000239372,45,不顯示,淺靛藍,2020-02-21 17:27:49,https://awsresources.baozun.com/aws/96001088/20191008/9CC1A311A6E58E3B5248E3EC2C8A6BAC.jpg
1_000524066_SB13-32284,女裝長袖翻領襯衫,1999.0,1399.0,000524066,11,不顯示,象牙白,2020-02-21 17:27:49,https://awsresources.baozun.com/aws/96001088/20191101/54BD7FF7FCEBA8456BFCE8AD0CAD4C5E.jpg
1_000541588_H107-09570,女裝工裝風格半高領外套,3499.0,2449.0,000541588,2,不顯示,橄欖綠,2020-05-18 10:37:32,https://awsresources.baozun.com/aws/96001088/20200320/B88B6C65917754E3E9B1C5A2E8DAF5DC.jpg
1_000541588_SP13-30106,女裝工裝風格半高領外套,3499.0,2449.0,000541588,4,不顯示,深海軍藍色,2020-05-18 10:37:32,https://awsresources.baozun.com/aws/96001088/20200211/57108B94D5F31156EF9D3B37DF207B06.jpg
501669MEDIUM INDIGO 6,女裝休閒直筒牛仔褲長褲,2699.0,1889.0,000501669,18,不顯示,中腰靛藍,2020-02-21 17:27:56,https://awsresources.baozun.com/aws/96001088/20191217/FBFECBF999C06A8E766EA1A1ABFC257D.jpg
240890MEDIUM INDIGO,女裝基本款時尚水洗緊身窄管牛仔褲,1999.0,1399.0,000240890,26,不顯示,中度靛藍,2020-05-18 10:37:35,https://awsresources.baozun.com/aws/96001088/20200224/1F392E305E652FEE9842C31AB27E4C29.jpg
1_000546829_H106-10991,女裝時尚水洗牛仔吊帶褲,2999.0,2099.0,000546829,17,不顯示,中度靛藍,2020-03-17 16:02:07,https://awsresources.baozun.com/aws/96001088/20200213/FFEDF3E24A2B938FC030C8C589F1988C.jpg
443225MEDIUM INDIGO 8,女裝塑形中腰緊身牛仔褲,2699.0,1889.0,000443225,26,不顯示,中度靛藍,2020-02-21 17:27:56,https://awsresources.baozun.com/aws/96001088/20190831/D7C8936E133F69C120FFD1B2B74CB9AA.jpg
1_000546831_H106-11037,女裝時尚水洗闊腿牛仔吊帶褲,2999.0,2099.0,000546831,13,不顯示,淺水洗藍,2020-03-17 16:02:07,https://awsresources.baozun.com/aws/96001088/20200513/C6DAD6CD499645A88C231085AE9F0014.jpg
440628LIGHT INDIGO 6,女裝淺色水洗五口袋牛仔褲,2699.0,1889.0,000440628,19,不顯示,淺水洗藍,2020-05-18 10:37:35,https://awsresources.baozun.com/aws/96001088/20190816/C1F511E40F1C6FEC7B8F7A9754306368.jpg
1_000546938_H106-10991,女裝棉質舒適直筒型牛仔褲,2699.0,1889.0,000546938,27,不顯示,中度靛藍,2020-02-21 17:27:57,https://awsresources.baozun.com/aws/96001088/20200102/4BA151C38A17CF302BFCD3614AD8789C.jpg
1_000546922_H106-11037,女裝棉質淺色彈力直筒牛仔褲,2699.0,1889.0,000546922,13,不顯示,淺水洗藍,2020-03-17 16:02:07,https://awsresources.baozun.com/aws/96001088/20200215/4A84CE5F659C6AA80E9F977F06895FED.jpg
1_000527979_F106-04396,女裝棉質舒適五口袋牛仔褲,1999.0,1399.0,000527979,6,不顯示,中度靛藍,2020-02-21 17:27:57,https://awsresources.baozun.com/aws/96001088/20200320/E072859F55576A746848A819A3FEA7F8.jpg
1_000519381_FA16-34836,女裝做舊風格破洞五口袋牛仔褲,2999.0,2099.0,000519381,2,不顯示,做舊淺靛藍,2020-02-21 17:27:57,https://awsresources.baozun.com/aws/96001088/20200323/2D29A6FA6223D461A0BB44F8AFCD8A31.jpg
440672DARK INDIGO V2,女裝做舊風格水洗牛仔褲,2699.0,1889.0,000440672,2,不顯示,藏青色,2020-05-18 10:37:35,https://awsresources.baozun.com/aws/96001088/20190816/6960C21947B3D748C24108D634670ACB.jpg
1_000546930_HO17-36756,女裝活力亮色五口袋牛仔褲,2999.0,2099.0,000546930,3,不顯示,淡褐色,2020-03-17 16:02:07,https://awsresources.baozun.com/aws/96001088/20200323/FAF63AEF0CC3165D57BB0628C7D7FB30.jpg
1_000499908_HO17-36798,女裝簡約純色五口袋牛仔長褲,1699.0,1189.0,000499908,9,不顯示,深靛藍色,2020-06-01 10:09:20,https://awsresources.baozun.com/aws/96001088/20200224/6C44B9E60B0CB8E1D5F120E1FCFA3F7C.jpg
488109B10 GREY HEATHER,男裝Logo拉鍊長袖連帽休閒上衣,1999.0,999.0,000488109,202,不顯示,麻灰色,2020-03-10 09:57:41,https://awsresources.baozun.com/aws/96001088/20190816/AE3DDC266A74C6FC3EB8C9158F64DD43.jpg
488108TAPESTRY NAVY,男裝Logo長袖套頭連帽休閒上衣,1999.0,999.0,000488108,220,不顯示,海軍藍,2020-03-04 17:54:28,https://awsresources.baozun.com/aws/96001088/20190923/C0DFADE448E9EAE5C6B57ED2F73FCD41.jpg
490384CLIMBING IVY 19-0307T,男裝簡約純色Logo徽標連帽休閒上衣,1999.0,999.0,000490384,45,不顯示,橄欖綠,2020-05-29 11:14:14,https://awsresources.baozun.com/aws/96001088/20190816/86B76A6D6F3DA2E5D11A267DCE7EE202.jpg
499904BALSAM TREE,男裝Logo圓領休閒上衣,1499.0,749.0,000499904,55,不顯示,香脂樹,2020-05-27 10:59:16,https://awsresources.baozun.com/aws/96001088/20190923/8E151C84AF02F21653DCF23E658977E7.jpg
490384DESERT SUNSET,男裝Logo簡約純色連帽休閒外套,1999.0,999.0,000490384,52,不顯示,橙黃色,2020-05-18 10:37:36,https://awsresources.baozun.com/aws/96001088/20190831/58E1591B750DE77AB1632FDA063B5261.jpg
440725TAPESTRY NAVY,男裝Logo雅致風格短袖Polo衫,999.0,699.0,000440725,50,不顯示,海軍藍,2020-03-25 11:16:46,https://awsresources.baozun.com/aws/96001088/20190816/084B0A6140567E73AA5793A387DD5C9E.jpg
459829NEW CLASSIC NAVY 2,男裝輕盈彈力修身中腰卡其褲,2299.0,1609.0,000459829,19,不顯示,經典新海軍藍,2020-04-24 10:26:22,https://awsresources.baozun.com/aws/96001088/20190816/2A0DB974F00F4CB757990BEFA80FCE6D.jpg
1_000509967_SP18-39126,男裝棉質舒適圓領套頭針織上衣,1499.0,1049.0,000509967,12,不顯示,織錦海軍藍,2020-02-21 17:27:39,https://awsresources.baozun.com/aws/96001088/20200323/CDA123B513157FD42EE97933648C1127.jpg
1_000509967_F106-04523,男裝棉質舒適圓領套頭針織上衣,1499.0,1049.0,000509967,11,不顯示,淺灰白,2020-03-04 17:54:12,https://awsresources.baozun.com/aws/96001088/20200323/79ADB0AD9D9136B14D179A1F82186355.jpg
1_000474789_M114-32742,男裝舒適長袖V領針織衫,1299.0,909.0,000474789,30,不顯示,經典駝色,2020-03-04 17:54:06,https://awsresources.baozun.com/aws/96001088/20190922/4212C7B64A859AC5543D4DB4311D0915.jpg
1_000474785_F108-03389,男裝舒適圓領長袖針織衫,1299.0,909.0,000474785,42,不顯示,海軍藍,2020-03-04 17:54:06,https://awsresources.baozun.com/aws/96001088/20191008/C9475B7156B1D677CDE5AE830B163219.jpg
1_000474789_HO11-11453,男裝舒適長袖V領針織衫,1299.0,909.0,000474789,34,不顯示,森林綠,2020-05-27 10:59:13,https://awsresources.baozun.com/aws/96001088/20191122/6664997531C267388CA8A7CA8227FA06.jpg
1_000474785_HO19-41186,男裝圓領長袖針織衫,1299.0,909.0,000474785,23,不顯示,綠色條紋,2020-03-04 17:54:06,https://awsresources.baozun.com/aws/96001088/20191129/BC5D2AA7DCC88EFBD26988987D6D04EC.jpg
1_000474780_H111-39913,男裝舒適竹節紋棉質插肩袖圓領針織衫,1499.0,1049.0,000474780,63,不顯示,燕麥色,2020-05-26 11:40:51,https://awsresources.baozun.com/aws/96001088/20191008/6854763DCFF7F34B0A028182622D0510.jpg
1_000474789_F108-39496,男裝舒適長袖V領針織衫,1299.0,909.0,000474789,31,不顯示,中度混合灰,2020-05-26 11:40:51,https://awsresources.baozun.com/aws/96001088/20190922/C7F8F524F8CC5F3E0B34DF3766F61613.jpg
1_000474785_HO12-28706,男裝舒適圓領長袖針織衫,1299.0,909.0,000474785,38,不顯示,石楠灰,2020-05-18 10:37:29,https://awsresources.baozun.com/aws/96001088/20200311/E8AE1005DA9F57B12AEFE108B0EBFE96.jpg
1_000474785_SB13-32706,男裝舒適圓領長袖針織衫,1299.0,909.0,000474785,28,不顯示,藍色條紋,2020-05-18 10:37:29,https://awsresources.baozun.com/aws/96001088/20190922/414980AB70D1BCE4350CD669B1DD3E58.jpg
499904GARNET,男裝Logo徽標時尚純色休閒上衣,1499.0,749.0,000499904,61,不顯示,石榴石色,2020-02-21 17:27:42,https://awsresources.baozun.com/aws/96001088/20190923/DDB44D4725DBBF120711BA8BDD6F99C9.jpg
499904CHARCOAL GREY,男裝Logo徽標時尚純色休閒上衣,1499.0,749.0,000499904,147,不顯示,炭灰,2020-03-04 17:54:33,https://awsresources.baozun.com/aws/96001088/20190923/A857E990D100F8DBE71BEF6102AD747E.jpg
